Time (s);    ;car_position;   ;input;    ;command;   ;obstacles
3.123;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;300;200;    ;0;0;    
3.147;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;240;1;500;240;2;500;240;    ;0;0;106;1;0;118;2;0;80;    
3.168;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;106;1;0;125;2;0;86;    
3.190;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.222;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.252;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.288;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.321;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.362;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.398;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.422;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.454;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.490;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;159;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.527;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.553;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.590;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.622;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.658;    ;0;678;58;3;100;48;1;674;156;5;101;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.694;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.725;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.758;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.795;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.825;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.855;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.893;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
3.925;    ;0;678;58;3;100;48;1;674;156;5;101;48;2;602;334;4;100;50;    ;0;500;74;1;500;158;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.956;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;158;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
3.993;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
4.025;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
4.055;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;3;100;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
4.090;    ;0;678;58;3;100;48;1;674;156;5;102;48;2;602;334;4;99;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;102;    
4.125;    ;0;678;58;2;100;48;1;674;156;5;102;48;2;602;334;4;100;50;    ;0;500;74;1;500;160;2;500;333;    ;0;0;92;1;0;110;2;0;103;    
